model,experiment_group,experiment_description,model_intro_cn,task_type,regression_task,classification_task,threshold_selection,MAE,RMSE,MAPE,R2,threshold,Precision,Recall,F1,ROC_AUC,PR_AUC,LogLoss,Brier,ECE,CalibrationSlope,CalibrationIntercept
LightGBM,Machine-learning baseline,LightGBM predicts the 24-hour carbon trajectory and high-carbon transition probability from tabular lag and rolling features.,LightGBM多任务基线：用滞后与日历表格特征预测未来24小时碳强度及高碳跃迁概率。,多步碳强度预测 + 高碳风险分类,True,True,validation_exact_max_F1,31.304205903229736,41.92500651927665,6.951370313132934,0.522215770678389,0.44706327884497415,0.44309338521400776,0.6615831517792302,0.5307311389455287,0.8624293473826725,0.4960843830541593,0.3716295160596241,0.12246784967917304,0.08997558757542183,0.6492770672283011,-0.9164237352331392
Random Forest,Machine-learning baseline,Random Forest regression and balanced classification models trained on the same tabular features and time split as LightGBM.,随机森林基线：用多棵决策树完成多步回归和类别平衡的高碳风险分类。,多步碳强度预测 + 高碳风险分类,True,True,validation_exact_max_F1,32.68662777316444,43.55561996707776,7.256924859969613,0.48432754662195043,0.48894578859429283,0.43932827735644636,0.588961510530138,0.5032578343158548,0.8469469627755521,0.5013302824583595,0.3585251763800777,0.117743157004169,0.08144419373208225,0.8344508373414191,-0.8131333855211411
XGBoost,Machine-learning baseline,XGBoost regression and classification models trained on the same tabular features and time split as LightGBM.,XGBoost机器学习基线：使用与LightGBM相同的数据切分和表格特征完成回归与分类。,多步碳强度预测 + 高碳风险分类,True,True,validation_exact_max_F1,31.537479400634766,42.26652754350584,7.011806964874268,0.5144000053405762,0.42563867568969727,0.4518159806295399,0.6775599128540305,0.5421266705403835,0.8683637835309627,0.5247087391817267,0.34807904058999795,0.11301502019935925,0.07787372088034378,0.7110307532994351,-0.8100249052372541
B7_no_HMM_multiscale_residual,Markovian comparison,Multi-scale seasonal-residual LSTM without HMM information; control model for B8 and B9.,无HMM对照：保留多尺度残差LSTM，但完全不输入HMM信息。,多步碳强度预测 + 高碳风险分类,True,True,validation_exact_max_F1,477.37200927734375,479.68471090394365,98.30697631835938,-61.54567337036133,0.5034475922584534,0.39030955585464333,0.6318082788671024,0.4825291181364393,0.8146998036226809,0.44766392010842154,0.5349760652625855,0.17565541236404927,0.2534371702778032,2.2373286827309413,-1.347759062226962
B8_causal_HMM_probability_concat,Markovian comparison,B7 plus causal HMM posterior probabilities concatenated to the neural representation.,HMM概率拼接模型：将因果HMM后验概率直接拼接到多尺度LSTM表示。,多步碳强度预测 + 高碳风险分类,True,True,validation_exact_max_F1,479.9610900878906,482.14261375655235,98.93585205078125,-62.18828201293945,0.421758770942688,0.3678861788617886,0.7886710239651417,0.5017325017325017,0.8367612525173215,0.46927929698041143,0.4736811120710111,0.15000082269985937,0.20926977145218326,1.655557466554361,-1.2124736743482858
LightGBM + Isotonic,Probability calibration,在独立验证集上用单调分段函数校准 LightGBM 的分类 logit。,概率校准模型：在验证集上用单调分段函数校准LightGBM分类概率，拟合能力更灵活。,高碳风险分类,False,True,validation_exact_max_F1,,,,,0.375,0.44309338521400776,0.6615831517792302,0.5307311389455287,0.8591341101183192,0.4741617190927609,0.3657638067598636,0.10647446408373828,0.05580114773205491,0.6161147058121227,-0.5643853170148566
LightGBM + Platt,Probability calibration,在独立验证集上用 Sigmoid 校准 LightGBM 的分类 logit，测试集不参与校准。,概率校准模型：在验证集上用Sigmoid函数校准LightGBM分类概率，不改变样本排序。,高碳风险分类,False,True,validation_exact_max_F1,,,,,0.3066621452424216,0.44309338521400776,0.6615831517792302,0.5307311389455287,0.8624293473826725,0.4960843830541593,0.3263165888007787,0.10537641887522238,0.04867670250970145,0.8045118199501113,-0.39823779524386177
B4_classification_decoupled_direction_checked,Probability-direction check,B4 classification-only predictions after validation-based probability direction and threshold checking.,分类概率方向检查：验证B4分类概率是否需要翻转，并使用验证集选择阈值。,高碳风险分类,False,True,validation_exact_max_F1,,,,,0.3821015954017639,0.33611691022964507,0.8184458968772694,0.47653276955602536,0.8269686402142944,0.4364636850758818,0.47640944811875824,0.1504350748863352,0.20254991012782447,1.905719767861501,-0.9859681018322747
B4_regression_decoupled_direction_checked,Probability-direction check,B4 regression-only predictions after validation-based probability direction and threshold checking.,回归解耦方向检查：保留B4回归结果，用于记录分类概率方向诊断，不作为分类模型。,多步碳强度预测,True,False,not_applicable,37.85728454589844,49.675504644832245,8.397329330444336,0.3292354345321655,,,,,,,,,,,
B9_Markovian_HMM_state_mixture,Proposed Markovian model,Uses causal HMM probabilities to mix state-specific LSTM transitions instead of treating HMM probabilities as ordinary inputs.,Markovian状态混合模型：用上一时刻HMM概率加权多个状态专属LSTM转移。,多步碳强度预测 + 高碳风险分类,True,True,validation_exact_max_F1,488.0618896484375,490.0573308297714,100.63371276855469,-64.27986907958984,0.4923608601093292,0.4610271903323263,0.5541031227305737,0.5032981530343008,0.8305379757060819,0.4879971941496143,0.4007011618950036,0.12302757703973144,0.13202507371335706,1.3681004750985668,-0.7733949733227747
Logistic Regression,Statistical baseline,Ridge predicts the continuous 24-hour trajectory and balanced Logistic Regression predicts the high-carbon transition on the same samples.,统计学习基线：Ridge负责连续值预测，平衡逻辑回归负责高碳风险分类。,多步碳强度预测 + 高碳风险分类,True,True,validation_exact_max_F1,39.97939682006836,52.87448747535289,8.759807586669922,0.24006253480911255,0.46009430648039357,0.4026902059688945,0.6957153231663036,0.5101171458998935,0.8362034633818097,0.4300884431140296,0.4801521121036343,0.1522714341995161,0.20913657176905814,1.9356370498992088,-1.069822020557684
B4_classification_decoupled,Task-decoupling ablation,Classification-only training of the legacy multi-scale HMM-MRGA-LSTM; regression is not jointly optimized.,分类解耦实验：仅优化高碳跃迁分类，不报告未训练回归头的预测指标。,高碳风险分类,False,True,validation_exact_max_F1,,,,,0.3821015954017639,0.33611691022964507,0.8184458968772694,0.47653276955602536,0.8269686402142944,0.4364636850758818,0.47640944811875824,0.1504350748863352,0.20254991012782447,1.905719767861501,-0.9859681018322747
B4_regression_decoupled,Task-decoupling ablation,Regression-only training of the legacy multi-scale HMM-MRGA-LSTM; the original probability output is retained for diagnosis.,回归解耦实验：仅优化未来24小时碳强度预测，不评价未训练分类头。,多步碳强度预测,True,False,not_applicable,37.85728454589844,49.675504644832245,8.397329330444336,0.3292354345321655,,,,,,,,,,,
B1_seasonal_residual_threshold_tuned,Threshold experiment,"Same predictions as B1, with the classification threshold selected on validation data.",B1阈值实验：回归预测与B1相同，分类阈值由验证集精确选择。,多步碳强度预测 + 高碳风险分类,True,True,validation_exact_max_F1,22.238191604614258,28.65847247209093,4.608684062957764,0.7767499685287476,0.5311939120292664,0.4522079373951928,0.5875090777051561,0.511054958938724,0.8453545777887638,0.4793667664298993,0.4340500591844297,0.13767759196050536,0.17591383212398923,1.3474723849349783,-1.1646739017472985
B3_reduced_HMM_features_threshold_tuned,Threshold experiment,"Same predictions as B3, with the classification threshold selected on validation data.",B3阈值实验：模型概率与B3相同，分类阈值由验证集精确选择。,多步碳强度预测 + 高碳风险分类,True,True,validation_exact_max_F1,40.25388717651367,53.59137430959039,9.005348205566406,0.21931594610214233,0.5641928911209106,0.49336283185840707,0.485838779956427,0.48957189901207465,0.8646893829422346,0.49742461597539855,0.35482611096065975,0.11272222955476473,0.10116205557033967,1.206827121300373,-0.7629211100247515
B5_LightGBM_deep_residual_threshold_tuned,Threshold experiment,Optimized B5 regression output with probability direction and classification threshold selected on validation data.,B5阈值版本：采用优化后的B5回归结果，并为分类概率选择验证集最佳阈值。,多步碳强度预测 + 高碳风险分类,True,True,validation_exact_max_F1,30.426349117851696,40.57653466184765,6.735872225193636,0.5524563064679159,0.5241313767364262,0.492973580663294,0.6368917937545389,0.555766793409379,0.8769991146460644,0.5218656872257211,0.35959884247575324,0.11336777605571628,0.11455512053462255,1.1593265299373985,-0.9258017341200434
Seasonal Naive,Traditional baseline,Uses the carbon intensity observed 24 hours earlier as the full 24-hour forecast; no learned model or HMM.,季节朴素预测基线：直接用历史周期值预测未来碳强度，不训练机器学习模型。,多步碳强度预测,True,False,not_applicable,57.718963623046875,76.0891361537572,12.249685287475586,-0.5737321376800537,,,,,,,,,,,
